Arresting Agency,Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Removals
CBP,Criminal Conviction,El Paso,HONDURAS,2024,2,6,Mar 2024,25
CBP,Criminal Conviction,El Paso,HONDURAS,2024,3,7,Apr 2024,21
CBP,Criminal Conviction,El Paso,HONDURAS,2024,3,8,May 2024,43
CBP,Criminal Conviction,El Paso,HONDURAS,2024,3,9,Jun 2024,20
CBP,Criminal Conviction,El Paso,HONDURAS,2024,4,10,Jul 2024,45
CBP,Criminal Conviction,El Paso,HONDURAS,2024,4,11,Aug 2024,28
CBP,Criminal Conviction,El Paso,MEXICO,2021,1,1,Oct 2020,173
CBP,Criminal Conviction,El Paso,MEXICO,2021,1,2,Nov 2020,128
CBP,Criminal Conviction,El Paso,MEXICO,2021,1,3,Dec 2020,146
CBP,Criminal Conviction,El Paso,MEXICO,2021,2,4,Jan 2021,176
CBP,Criminal Conviction,El Paso,MEXICO,2021,2,5,Feb 2021,68
CBP,Criminal Conviction,El Paso,MEXICO,2021,2,6,Mar 2021,101
CBP,Criminal Conviction,El Paso,MEXICO,2021,3,7,Apr 2021,113
CBP,Criminal Conviction,El Paso,MEXICO,2021,3,8,May 2021,85
CBP,Criminal Conviction,El Paso,MEXICO,2021,3,9,Jun 2021,118
CBP,Criminal Conviction,El Paso,MEXICO,2021,4,10,Jul 2021,116
CBP,Criminal Conviction,El Paso,MEXICO,2021,4,11,Aug 2021,94
CBP,Criminal Conviction,El Paso,MEXICO,2021,4,12,Sep 2021,126
CBP,Criminal Conviction,El Paso,MEXICO,2022,1,1,Oct 2021,109
CBP,Criminal Conviction,El Paso,MEXICO,2022,1,2,Nov 2021,143
CBP,Criminal Conviction,El Paso,MEXICO,2022,1,3,Dec 2021,198
CBP,Criminal Conviction,El Paso,MEXICO,2022,2,4,Jan 2022,159
CBP,Criminal Conviction,El Paso,MEXICO,2022,2,5,Feb 2022,146
CBP,Criminal Conviction,El Paso,MEXICO,2022,2,6,Mar 2022,191
CBP,Criminal Conviction,El Paso,MEXICO,2022,3,7,Apr 2022,195
CBP,Criminal Conviction,El Paso,MEXICO,2022,3,8,May 2022,216
CBP,Criminal Conviction,El Paso,MEXICO,2022,3,9,Jun 2022,236
CBP,Criminal Conviction,El Paso,MEXICO,2022,4,10,Jul 2022,196
CBP,Criminal Conviction,El Paso,MEXICO,2022,4,11,Aug 2022,275
CBP,Criminal Conviction,El Paso,MEXICO,2022,4,12,Sep 2022,252
CBP,Criminal Conviction,El Paso,MEXICO,2023,1,1,Oct 2022,202
CBP,Criminal Conviction,El Paso,MEXICO,2023,1,2,Nov 2022,186
CBP,Criminal Conviction,El Paso,MEXICO,2023,1,3,Dec 2022,201
CBP,Criminal Conviction,El Paso,MEXICO,2023,2,4,Jan 2023,172
CBP,Criminal Conviction,El Paso,MEXICO,2023,2,5,Feb 2023,120
CBP,Criminal Conviction,El Paso,MEXICO,2023,2,6,Mar 2023,150
CBP,Criminal Conviction,El Paso,MEXICO,2023,3,7,Apr 2023,123
CBP,Criminal Conviction,El Paso,MEXICO,2023,3,8,May 2023,160
CBP,Criminal Conviction,El Paso,MEXICO,2023,3,9,Jun 2023,234
CBP,Criminal Conviction,El Paso,MEXICO,2023,4,10,Jul 2023,269
CBP,Criminal Conviction,El Paso,MEXICO,2023,4,11,Aug 2023,337
CBP,Criminal Conviction,El Paso,MEXICO,2023,4,12,Sep 2023,239
CBP,Criminal Conviction,El Paso,MEXICO,2024,1,1,Oct 2023,532
CBP,Criminal Conviction,El Paso,MEXICO,2024,1,2,Nov 2023,489
CBP,Criminal Conviction,El Paso,MEXICO,2024,1,3,Dec 2023,453
CBP,Criminal Conviction,El Paso,MEXICO,2024,2,4,Jan 2024,554
CBP,Criminal Conviction,El Paso,MEXICO,2024,2,5,Feb 2024,563
CBP,Criminal Conviction,El Paso,MEXICO,2024,2,6,Mar 2024,506
CBP,Criminal Conviction,El Paso,MEXICO,2024,3,7,Apr 2024,435
CBP,Criminal Conviction,El Paso,MEXICO,2024,3,8,May 2024,321
CBP,Criminal Conviction,El Paso,MEXICO,2024,3,9,Jun 2024,322
CBP,Criminal Conviction,El Paso,MEXICO,2024,4,10,Jul 2024,394
CBP,Criminal Conviction,El Paso,MEXICO,2024,4,11,Aug 2024,309
CBP,Criminal Conviction,El Paso,MEXICO,2024,4,12,Sep 2024,225
CBP,Criminal Conviction,El Paso,MEXICO,2025,1,1,Oct 2024,1417
CBP,Criminal Conviction,El Paso,MEXICO,2025,1,2,Nov 2024,664
CBP,Criminal Conviction,El Paso,MEXICO,2025,1,3,Dec 2024,333
CBP,Criminal Conviction,El Paso,NICARAGUA,2023,4,11,Aug 2023,12
CBP,Criminal Conviction,El Paso,VENEZUELA,2024,1,3,Dec 2023,14
CBP,Criminal Conviction,El Paso,VENEZUELA,2024,3,7,Apr 2024,21
CBP,Criminal Conviction,El Paso,VENEZUELA,2024,4,11,Aug 2024,14
CBP,Criminal Conviction,Harlingen,ECUADOR,2024,4,10,Jul 2024,10
CBP,Criminal Conviction,Harlingen,ECUADOR,2024,4,12,Sep 2024,10
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,1,1,Oct 2021,10
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,1,2,Nov 2021,24
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,1,3,Dec 2021,19
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,2,4,Jan 2022,19
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,2,5,Feb 2022,16
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,3,8,May 2022,13
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,3,9,Jun 2022,14
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,4,10,Jul 2022,11
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,4,11,Aug 2022,10
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2022,4,12,Sep 2022,25
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,1,1,Oct 2022,19
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,1,2,Nov 2022,14
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,1,3,Dec 2022,13
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,2,4,Jan 2023,22
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,2,6,Mar 2023,15
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,3,7,Apr 2023,26
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,3,8,May 2023,20
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,3,9,Jun 2023,38
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,4,10,Jul 2023,21
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,4,11,Aug 2023,28
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2023,4,12,Sep 2023,16
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,1,1,Oct 2023,35
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,1,2,Nov 2023,18
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,1,3,Dec 2023,12
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,2,4,Jan 2024,26
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,2,5,Feb 2024,28
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,2,6,Mar 2024,24
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,3,7,Apr 2024,26
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,3,8,May 2024,25
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,3,9,Jun 2024,19
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,4,10,Jul 2024,28
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,4,11,Aug 2024,18
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2024,4,12,Sep 2024,27
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2025,1,1,Oct 2024,27
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2025,1,2,Nov 2024,18
CBP,Criminal Conviction,Harlingen,EL SALVADOR,2025,1,3,Dec 2024,22
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,1,1,Oct 2021,13
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,1,3,Dec 2021,18
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,2,4,Jan 2022,18
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,2,6,Mar 2022,12
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,3,8,May 2022,10
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,3,9,Jun 2022,14
CBP,Criminal Conviction,Harlingen,GUATEMALA,2022,4,11,Aug 2022,13
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,1,1,Oct 2022,13
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,1,2,Nov 2022,10
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,2,4,Jan 2023,12
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,2,5,Feb 2023,11
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,2,6,Mar 2023,11
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,3,7,Apr 2023,16
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,3,8,May 2023,19
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,3,9,Jun 2023,33
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,4,10,Jul 2023,10
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,4,11,Aug 2023,32
CBP,Criminal Conviction,Harlingen,GUATEMALA,2023,4,12,Sep 2023,29
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,1,1,Oct 2023,73
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,1,2,Nov 2023,48
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,1,3,Dec 2023,34
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,2,4,Jan 2024,44
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,2,5,Feb 2024,49
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,2,6,Mar 2024,42
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,3,7,Apr 2024,38
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,3,8,May 2024,38
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,3,9,Jun 2024,42
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,4,10,Jul 2024,31
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,4,11,Aug 2024,20
CBP,Criminal Conviction,Harlingen,GUATEMALA,2024,4,12,Sep 2024,24
CBP,Criminal Conviction,Harlingen,GUATEMALA,2025,1,1,Oct 2024,32
CBP,Criminal Conviction,Harlingen,GUATEMALA,2025,1,2,Nov 2024,36
CBP,Criminal Conviction,Harlingen,GUATEMALA,2025,1,3,Dec 2024,30
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,1,1,Oct 2021,20
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,1,2,Nov 2021,27
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,1,3,Dec 2021,20
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,2,4,Jan 2022,16
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,2,5,Feb 2022,16
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,2,6,Mar 2022,14
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,3,7,Apr 2022,14
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,4,10,Jul 2022,16
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,4,11,Aug 2022,18
CBP,Criminal Conviction,Harlingen,HONDURAS,2022,4,12,Sep 2022,36
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,1,1,Oct 2022,13
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,1,2,Nov 2022,14
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,1,3,Dec 2022,11
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,2,4,Jan 2023,15
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,2,5,Feb 2023,22
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,2,6,Mar 2023,27
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,3,7,Apr 2023,17
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,3,8,May 2023,31
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,3,9,Jun 2023,49
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,4,10,Jul 2023,37
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,4,11,Aug 2023,56
CBP,Criminal Conviction,Harlingen,HONDURAS,2023,4,12,Sep 2023,47
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,1,1,Oct 2023,98
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,1,2,Nov 2023,76
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,1,3,Dec 2023,75
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,2,4,Jan 2024,73
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,2,5,Feb 2024,43
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,2,6,Mar 2024,53
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,3,7,Apr 2024,39
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,3,8,May 2024,59
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,3,9,Jun 2024,58
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,4,10,Jul 2024,46
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,4,11,Aug 2024,52
CBP,Criminal Conviction,Harlingen,HONDURAS,2024,4,12,Sep 2024,60
CBP,Criminal Conviction,Harlingen,HONDURAS,2025,1,1,Oct 2024,28
CBP,Criminal Conviction,Harlingen,HONDURAS,2025,1,2,Nov 2024,22
CBP,Criminal Conviction,Harlingen,HONDURAS,2025,1,3,Dec 2024,25
CBP,Criminal Conviction,Harlingen,MEXICO,2022,1,1,Oct 2021,102
CBP,Criminal Conviction,Harlingen,MEXICO,2022,1,2,Nov 2021,122
CBP,Criminal Conviction,Harlingen,MEXICO,2022,1,3,Dec 2021,86
CBP,Criminal Conviction,Harlingen,MEXICO,2022,2,4,Jan 2022,119
CBP,Criminal Conviction,Harlingen,MEXICO,2022,2,5,Feb 2022,115
CBP,Criminal Conviction,Harlingen,MEXICO,2022,2,6,Mar 2022,86
CBP,Criminal Conviction,Harlingen,MEXICO,2022,3,7,Apr 2022,67
CBP,Criminal Conviction,Harlingen,MEXICO,2022,3,8,May 2022,99
CBP,Criminal Conviction,Harlingen,MEXICO,2022,3,9,Jun 2022,86
CBP,Criminal Conviction,Harlingen,MEXICO,2022,4,10,Jul 2022,101
CBP,Criminal Conviction,Harlingen,MEXICO,2022,4,11,Aug 2022,100
CBP,Criminal Conviction,Harlingen,MEXICO,2022,4,12,Sep 2022,91
CBP,Criminal Conviction,Harlingen,MEXICO,2023,1,1,Oct 2022,151
CBP,Criminal Conviction,Harlingen,MEXICO,2023,1,2,Nov 2022,118
CBP,Criminal Conviction,Harlingen,MEXICO,2023,1,3,Dec 2022,121
CBP,Criminal Conviction,Harlingen,MEXICO,2023,2,4,Jan 2023,136
CBP,Criminal Conviction,Harlingen,MEXICO,2023,2,5,Feb 2023,77
CBP,Criminal Conviction,Harlingen,MEXICO,2023,2,6,Mar 2023,107
CBP,Criminal Conviction,Harlingen,MEXICO,2023,3,7,Apr 2023,92
CBP,Criminal Conviction,Harlingen,MEXICO,2023,3,8,May 2023,149
CBP,Criminal Conviction,Harlingen,MEXICO,2023,3,9,Jun 2023,132
CBP,Criminal Conviction,Harlingen,MEXICO,2023,4,10,Jul 2023,191
CBP,Criminal Conviction,Harlingen,MEXICO,2023,4,11,Aug 2023,235
CBP,Criminal Conviction,Harlingen,MEXICO,2023,4,12,Sep 2023,111
CBP,Criminal Conviction,Harlingen,MEXICO,2024,1,1,Oct 2023,314
CBP,Criminal Conviction,Harlingen,MEXICO,2024,1,2,Nov 2023,124
CBP,Criminal Conviction,Harlingen,MEXICO,2024,1,3,Dec 2023,169
CBP,Criminal Conviction,Harlingen,MEXICO,2024,2,4,Jan 2024,182
CBP,Criminal Conviction,Harlingen,MEXICO,2024,2,5,Feb 2024,151
CBP,Criminal Conviction,Harlingen,MEXICO,2024,2,6,Mar 2024,202
CBP,Criminal Conviction,Harlingen,MEXICO,2024,3,7,Apr 2024,144
CBP,Criminal Conviction,Harlingen,MEXICO,2024,3,8,May 2024,198
CBP,Criminal Conviction,Harlingen,MEXICO,2024,3,9,Jun 2024,162
CBP,Criminal Conviction,Harlingen,MEXICO,2024,4,10,Jul 2024,201
CBP,Criminal Conviction,Harlingen,MEXICO,2024,4,11,Aug 2024,146
CBP,Criminal Conviction,Harlingen,MEXICO,2024,4,12,Sep 2024,93
CBP,Criminal Conviction,Harlingen,MEXICO,2025,1,1,Oct 2024,225
CBP,Criminal Conviction,Harlingen,MEXICO,2025,1,2,Nov 2024,143
CBP,Criminal Conviction,Harlingen,MEXICO,2025,1,3,Dec 2024,85
CBP,Criminal Conviction,Houston,EL SALVADOR,2021,1,1,Oct 2020,26
CBP,Criminal Conviction,Houston,EL SALVADOR,2021,2,6,Mar 2021,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2021,3,9,Jun 2021,10
CBP,Criminal Conviction,Houston,EL SALVADOR,2021,4,10,Jul 2021,19
CBP,Criminal Conviction,Houston,EL SALVADOR,2021,4,11,Aug 2021,14
CBP,Criminal Conviction,Houston,EL SALVADOR,2021,4,12,Sep 2021,12
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,1,1,Oct 2021,17
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,1,2,Nov 2021,10
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,2,4,Jan 2022,23
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,2,5,Feb 2022,12
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,2,6,Mar 2022,14
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,3,7,Apr 2022,19
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,3,8,May 2022,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,4,10,Jul 2022,14
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,4,11,Aug 2022,12
CBP,Criminal Conviction,Houston,EL SALVADOR,2022,4,12,Sep 2022,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,1,1,Oct 2022,18
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,1,2,Nov 2022,18
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,2,4,Jan 2023,15
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,2,5,Feb 2023,10
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,2,6,Mar 2023,12
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,3,7,Apr 2023,13
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,3,8,May 2023,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,3,9,Jun 2023,30
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,4,10,Jul 2023,14
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,4,11,Aug 2023,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2023,4,12,Sep 2023,20
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,1,1,Oct 2023,14
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,1,2,Nov 2023,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,2,4,Jan 2024,16
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,2,5,Feb 2024,15
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,2,6,Mar 2024,10
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,3,7,Apr 2024,11
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,3,8,May 2024,30
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,4,10,Jul 2024,25
CBP,Criminal Conviction,Houston,EL SALVADOR,2024,4,12,Sep 2024,20
CBP,Criminal Conviction,Houston,GUATEMALA,2021,1,1,Oct 2020,64
CBP,Criminal Conviction,Houston,GUATEMALA,2021,1,2,Nov 2020,14
CBP,Criminal Conviction,Houston,GUATEMALA,2021,1,3,Dec 2020,21
CBP,Criminal Conviction,Houston,GUATEMALA,2021,3,8,May 2021,13
CBP,Criminal Conviction,Houston,GUATEMALA,2021,4,11,Aug 2021,12
CBP,Criminal Conviction,Houston,GUATEMALA,2021,4,12,Sep 2021,10
CBP,Criminal Conviction,Houston,GUATEMALA,2022,1,1,Oct 2021,10
CBP,Criminal Conviction,Houston,GUATEMALA,2022,1,3,Dec 2021,11
CBP,Criminal Conviction,Houston,GUATEMALA,2022,2,5,Feb 2022,11
CBP,Criminal Conviction,Houston,GUATEMALA,2022,2,6,Mar 2022,21
CBP,Criminal Conviction,Houston,GUATEMALA,2022,3,7,Apr 2022,10
CBP,Criminal Conviction,Houston,GUATEMALA,2022,3,8,May 2022,28
CBP,Criminal Conviction,Houston,GUATEMALA,2022,4,11,Aug 2022,12
CBP,Criminal Conviction,Houston,GUATEMALA,2023,2,5,Feb 2023,19
CBP,Criminal Conviction,Houston,GUATEMALA,2023,2,6,Mar 2023,11
CBP,Criminal Conviction,Houston,GUATEMALA,2023,3,7,Apr 2023,10
CBP,Criminal Conviction,Houston,GUATEMALA,2023,3,8,May 2023,29
CBP,Criminal Conviction,Houston,GUATEMALA,2023,3,9,Jun 2023,17
CBP,Criminal Conviction,Houston,GUATEMALA,2023,4,10,Jul 2023,13
CBP,Criminal Conviction,Houston,GUATEMALA,2023,4,11,Aug 2023,20
CBP,Criminal Conviction,Houston,GUATEMALA,2024,1,1,Oct 2023,19
CBP,Criminal Conviction,Houston,GUATEMALA,2024,1,2,Nov 2023,12
CBP,Criminal Conviction,Houston,GUATEMALA,2024,2,5,Feb 2024,12
CBP,Criminal Conviction,Houston,GUATEMALA,2024,2,6,Mar 2024,27
CBP,Criminal Conviction,Houston,GUATEMALA,2024,3,7,Apr 2024,17
CBP,Criminal Conviction,Houston,GUATEMALA,2024,3,8,May 2024,16
CBP,Criminal Conviction,Houston,GUATEMALA,2024,3,9,Jun 2024,11
CBP,Criminal Conviction,Houston,GUATEMALA,2024,4,10,Jul 2024,27
CBP,Criminal Conviction,Houston,GUATEMALA,2024,4,11,Aug 2024,19
CBP,Criminal Conviction,Houston,GUATEMALA,2024,4,12,Sep 2024,15
CBP,Criminal Conviction,Houston,GUATEMALA,2025,1,1,Oct 2024,18
CBP,Criminal Conviction,Houston,GUATEMALA,2025,1,2,Nov 2024,18
CBP,Criminal Conviction,Houston,HONDURAS,2021,1,1,Oct 2020,15
CBP,Criminal Conviction,Houston,HONDURAS,2021,2,4,Jan 2021,21
CBP,Criminal Conviction,Houston,HONDURAS,2021,2,6,Mar 2021,19
CBP,Criminal Conviction,Houston,HONDURAS,2021,3,7,Apr 2021,15
CBP,Criminal Conviction,Houston,HONDURAS,2021,3,8,May 2021,16
CBP,Criminal Conviction,Houston,HONDURAS,2021,3,9,Jun 2021,18
CBP,Criminal Conviction,Houston,HONDURAS,2021,4,10,Jul 2021,16
CBP,Criminal Conviction,Houston,HONDURAS,2021,4,11,Aug 2021,22
CBP,Criminal Conviction,Houston,HONDURAS,2021,4,12,Sep 2021,20
CBP,Criminal Conviction,Houston,HONDURAS,2022,1,1,Oct 2021,28
CBP,Criminal Conviction,Houston,HONDURAS,2022,1,2,Nov 2021,22
CBP,Criminal Conviction,Houston,HONDURAS,2022,1,3,Dec 2021,15
CBP,Criminal Conviction,Houston,HONDURAS,2022,2,4,Jan 2022,11
CBP,Criminal Conviction,Houston,HONDURAS,2022,2,5,Feb 2022,17
CBP,Criminal Conviction,Houston,HONDURAS,2022,2,6,Mar 2022,16
CBP,Criminal Conviction,Houston,HONDURAS,2022,3,7,Apr 2022,26
CBP,Criminal Conviction,Houston,HONDURAS,2022,3,8,May 2022,17
CBP,Criminal Conviction,Houston,HONDURAS,2022,3,9,Jun 2022,16
CBP,Criminal Conviction,Houston,HONDURAS,2022,4,10,Jul 2022,26
CBP,Criminal Conviction,Houston,HONDURAS,2022,4,11,Aug 2022,24
CBP,Criminal Conviction,Houston,HONDURAS,2022,4,12,Sep 2022,12
CBP,Criminal Conviction,Houston,HONDURAS,2023,1,1,Oct 2022,39
CBP,Criminal Conviction,Houston,HONDURAS,2023,1,2,Nov 2022,29
CBP,Criminal Conviction,Houston,HONDURAS,2023,1,3,Dec 2022,19
CBP,Criminal Conviction,Houston,HONDURAS,2023,2,4,Jan 2023,24
CBP,Criminal Conviction,Houston,HONDURAS,2023,2,5,Feb 2023,26
CBP,Criminal Conviction,Houston,HONDURAS,2023,2,6,Mar 2023,37
CBP,Criminal Conviction,Houston,HONDURAS,2023,3,7,Apr 2023,39
CBP,Criminal Conviction,Houston,HONDURAS,2023,3,8,May 2023,36
CBP,Criminal Conviction,Houston,HONDURAS,2023,3,9,Jun 2023,31
CBP,Criminal Conviction,Houston,HONDURAS,2023,4,10,Jul 2023,35
CBP,Criminal Conviction,Houston,HONDURAS,2023,4,11,Aug 2023,43
CBP,Criminal Conviction,Houston,HONDURAS,2023,4,12,Sep 2023,20
CBP,Criminal Conviction,Houston,HONDURAS,2024,1,1,Oct 2023,41
CBP,Criminal Conviction,Houston,HONDURAS,2024,1,2,Nov 2023,15
CBP,Criminal Conviction,Houston,HONDURAS,2024,1,3,Dec 2023,37
CBP,Criminal Conviction,Houston,HONDURAS,2024,2,4,Jan 2024,18
CBP,Criminal Conviction,Houston,HONDURAS,2024,2,5,Feb 2024,30
CBP,Criminal Conviction,Houston,HONDURAS,2024,2,6,Mar 2024,40
CBP,Criminal Conviction,Houston,HONDURAS,2024,3,7,Apr 2024,43
CBP,Criminal Conviction,Houston,HONDURAS,2024,3,8,May 2024,37
CBP,Criminal Conviction,Houston,HONDURAS,2024,3,9,Jun 2024,45
CBP,Criminal Conviction,Houston,HONDURAS,2024,4,10,Jul 2024,43
CBP,Criminal Conviction,Houston,HONDURAS,2024,4,11,Aug 2024,68
CBP,Criminal Conviction,Houston,HONDURAS,2024,4,12,Sep 2024,50
CBP,Criminal Conviction,Houston,HONDURAS,2025,1,1,Oct 2024,32
CBP,Criminal Conviction,Houston,HONDURAS,2025,1,2,Nov 2024,41
CBP,Criminal Conviction,Houston,HONDURAS,2025,1,3,Dec 2024,40
CBP,Criminal Conviction,Houston,MEXICO,2021,1,1,Oct 2020,52
CBP,Criminal Conviction,Houston,MEXICO,2021,1,2,Nov 2020,38
CBP,Criminal Conviction,Houston,MEXICO,2021,1,3,Dec 2020,49
CBP,Criminal Conviction,Houston,MEXICO,2021,2,4,Jan 2021,43
CBP,Criminal Conviction,Houston,MEXICO,2021,2,5,Feb 2021,34
CBP,Criminal Conviction,Houston,MEXICO,2021,2,6,Mar 2021,32
CBP,Criminal Conviction,Houston,MEXICO,2021,3,7,Apr 2021,41
CBP,Criminal Conviction,Houston,MEXICO,2021,3,8,May 2021,41
CBP,Criminal Conviction,Houston,MEXICO,2021,3,9,Jun 2021,42
CBP,Criminal Conviction,Houston,MEXICO,2021,4,10,Jul 2021,45
CBP,Criminal Conviction,Houston,MEXICO,2021,4,11,Aug 2021,77
CBP,Criminal Conviction,Houston,MEXICO,2021,4,12,Sep 2021,44
CBP,Criminal Conviction,Houston,MEXICO,2022,1,1,Oct 2021,58
CBP,Criminal Conviction,Houston,MEXICO,2022,1,2,Nov 2021,63
