Arresting Agency,Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Removals
CBP,Other Immigration Violator,El Paso,MEXICO,2023,2,6,Mar-23,37
CBP,Other Immigration Violator,El Paso,MEXICO,2023,3,7,Apr-23,35
CBP,Other Immigration Violator,El Paso,MEXICO,2023,3,8,May-23,70
CBP,Other Immigration Violator,El Paso,MEXICO,2023,3,9,Jun-23,101
CBP,Other Immigration Violator,El Paso,MEXICO,2023,4,10,Jul-23,176
CBP,Other Immigration Violator,El Paso,MEXICO,2023,4,11,Aug-23,297
CBP,Other Immigration Violator,El Paso,MEXICO,2023,4,12,Sep-23,162
CBP,Other Immigration Violator,El Paso,MEXICO,2024,1,1,Oct-23,531
CBP,Other Immigration Violator,El Paso,MEXICO,2024,1,2,Nov-23,348
CBP,Other Immigration Violator,El Paso,MEXICO,2024,1,3,Dec-23,316
CBP,Other Immigration Violator,El Paso,MEXICO,2024,2,4,Jan-24,918
CBP,Other Immigration Violator,El Paso,MEXICO,2024,2,5,Feb-24,1646
CBP,Other Immigration Violator,El Paso,MEXICO,2024,2,6,Mar-24,1510
CBP,Other Immigration Violator,El Paso,MEXICO,2024,3,7,Apr-24,1500
CBP,Other Immigration Violator,El Paso,MEXICO,2024,3,8,May-24,887
CBP,Other Immigration Violator,El Paso,MEXICO,2024,3,9,Jun-24,771
CBP,Other Immigration Violator,El Paso,MEXICO,2024,4,10,Jul-24,1199
CBP,Other Immigration Violator,El Paso,MEXICO,2024,4,11,Aug-24,663
CBP,Other Immigration Violator,El Paso,MEXICO,2024,4,12,Sep-24,597
CBP,Other Immigration Violator,El Paso,MEXICO,2025,1,2,Nov-24,3063
CBP,Other Immigration Violator,El Paso,MEXICO,2025,1,3,Dec-24,1133
CBP,Other Immigration Violator,El Paso,NICARAGUA,2022,1,2,Nov-21,18
CBP,Other Immigration Violator,El Paso,NICARAGUA,2022,1,3,Dec-21,14
CBP,Other Immigration Violator,El Paso,NICARAGUA,2022,2,4,Jan-22,13
CBP,Other Immigration Violator,El Paso,NICARAGUA,2022,4,11,Aug-22,10
CBP,Other Immigration Violator,El Paso,NICARAGUA,2023,1,1,Oct-22,11
CBP,Other Immigration Violator,El Paso,NICARAGUA,2024,3,9,Jun-24,21
CBP,Other Immigration Violator,El Paso,NICARAGUA,2024,4,10,Jul-24,12
CBP,Other Immigration Violator,El Paso,NICARAGUA,2024,4,12,Sep-24,19
CBP,Other Immigration Violator,El Paso,PERU,2023,2,4,Jan-23,10
CBP,Other Immigration Violator,El Paso,PERU,2023,2,5,Feb-23,23
CBP,Other Immigration Violator,El Paso,PERU,2023,2,6,Mar-23,22
CBP,Other Immigration Violator,El Paso,PERU,2023,3,7,Apr-23,11
CBP,Other Immigration Violator,El Paso,PERU,2023,3,9,Jun-23,11
CBP,Other Immigration Violator,El Paso,PERU,2023,4,11,Aug-23,35
CBP,Other Immigration Violator,El Paso,PERU,2023,4,12,Sep-23,10
CBP,Other Immigration Violator,El Paso,VENEZUELA,2023,4,10,Jul-23,17
CBP,Other Immigration Violator,El Paso,VENEZUELA,2023,4,11,Aug-23,21
CBP,Other Immigration Violator,El Paso,VENEZUELA,2023,4,12,Sep-23,17
CBP,Other Immigration Violator,El Paso,VENEZUELA,2024,1,1,Oct-23,17
CBP,Other Immigration Violator,El Paso,VENEZUELA,2024,1,2,Nov-23,12
CBP,Other Immigration Violator,El Paso,VENEZUELA,2024,1,3,Dec-23,55
CBP,Other Immigration Violator,El Paso,VENEZUELA,2024,2,4,Jan-24,28
CBP,Other Immigration Violator,El Paso,VENEZUELA,2024,3,7,Apr-24,129
CBP,Other Immigration Violator,El Paso,VENEZUELA,2024,3,8,May-24,34
CBP,Other Immigration Violator,El Paso,VENEZUELA,2024,3,9,Jun-24,16
CBP,Other Immigration Violator,El Paso,VENEZUELA,2024,4,10,Jul-24,20
CBP,Other Immigration Violator,El Paso,VENEZUELA,2024,4,11,Aug-24,13
CBP,Other Immigration Violator,El Paso,VENEZUELA,2025,1,2,Nov-24,16
CBP,Other Immigration Violator,Harlingen,BRAZIL,2023,3,9,Jun-23,10
CBP,Other Immigration Violator,Harlingen,BRAZIL,2025,1,1,Oct-24,22
CBP,Other Immigration Violator,Harlingen,BRAZIL,2025,1,3,Dec-24,21
CBP,Other Immigration Violator,Harlingen,"CHINA, PEOPLES REPUBLIC OF",2025,1,3,Dec-24,20
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2022,2,5,Feb-22,31
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2022,2,6,Mar-22,55
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2022,3,7,Apr-22,25
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2022,3,8,May-22,20
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2022,3,9,Jun-22,30
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2022,4,10,Jul-22,24
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2022,4,11,Aug-22,38
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2022,4,12,Sep-22,65
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2023,1,1,Oct-22,23
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2023,1,2,Nov-22,54
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2023,1,3,Dec-22,13
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2023,2,4,Jan-23,15
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2023,2,5,Feb-23,112
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2023,2,6,Mar-23,70
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2023,3,7,Apr-23,203
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2023,3,8,May-23,172
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2023,3,9,Jun-23,158
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2023,4,10,Jul-23,84
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2023,4,11,Aug-23,97
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2023,4,12,Sep-23,86
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2024,1,1,Oct-23,48
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2024,1,2,Nov-23,144
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2024,1,3,Dec-23,62
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2024,2,4,Jan-24,154
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2024,2,5,Feb-24,291
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2024,2,6,Mar-24,540
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2024,3,7,Apr-24,281
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2024,3,8,May-24,565
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2024,3,9,Jun-24,676
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2024,4,10,Jul-24,1136
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2024,4,11,Aug-24,761
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2024,4,12,Sep-24,548
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2025,1,1,Oct-24,510
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2025,1,2,Nov-24,392
CBP,Other Immigration Violator,Harlingen,COLOMBIA,2025,1,3,Dec-24,313
CBP,Other Immigration Violator,Harlingen,CUBA,2024,2,4,Jan-24,12
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2022,2,4,Jan-22,10
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2022,4,11,Aug-22,10
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2022,4,12,Sep-22,21
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2023,1,1,Oct-22,10
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2023,1,2,Nov-22,26
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2023,2,5,Feb-23,12
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2023,2,6,Mar-23,29
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2023,3,7,Apr-23,61
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2023,3,8,May-23,13
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2023,4,11,Aug-23,12
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2024,2,4,Jan-24,12
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2024,2,6,Mar-24,31
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2024,3,7,Apr-24,30
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2024,3,8,May-24,29
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2024,3,9,Jun-24,28
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2024,4,10,Jul-24,36
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2024,4,11,Aug-24,22
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2024,4,12,Sep-24,34
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2025,1,1,Oct-24,50
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2025,1,2,Nov-24,62
CBP,Other Immigration Violator,Harlingen,DOMINICAN REPUBLIC,2025,1,3,Dec-24,33
CBP,Other Immigration Violator,Harlingen,ECUADOR,2022,1,1,Oct-21,13
CBP,Other Immigration Violator,Harlingen,ECUADOR,2022,1,2,Nov-21,16
CBP,Other Immigration Violator,Harlingen,ECUADOR,2022,2,6,Mar-22,11
CBP,Other Immigration Violator,Harlingen,ECUADOR,2022,4,12,Sep-22,28
CBP,Other Immigration Violator,Harlingen,ECUADOR,2023,1,1,Oct-22,12
CBP,Other Immigration Violator,Harlingen,ECUADOR,2023,1,2,Nov-22,47
CBP,Other Immigration Violator,Harlingen,ECUADOR,2023,2,5,Feb-23,65
CBP,Other Immigration Violator,Harlingen,ECUADOR,2023,2,6,Mar-23,175
CBP,Other Immigration Violator,Harlingen,ECUADOR,2023,3,7,Apr-23,25
CBP,Other Immigration Violator,Harlingen,ECUADOR,2023,3,8,May-23,53
CBP,Other Immigration Violator,Harlingen,ECUADOR,2023,3,9,Jun-23,108
CBP,Other Immigration Violator,Harlingen,ECUADOR,2023,4,10,Jul-23,54
CBP,Other Immigration Violator,Harlingen,ECUADOR,2023,4,11,Aug-23,134
CBP,Other Immigration Violator,Harlingen,ECUADOR,2023,4,12,Sep-23,145
CBP,Other Immigration Violator,Harlingen,ECUADOR,2024,1,1,Oct-23,24
CBP,Other Immigration Violator,Harlingen,ECUADOR,2024,1,2,Nov-23,40
CBP,Other Immigration Violator,Harlingen,ECUADOR,2024,1,3,Dec-23,36
CBP,Other Immigration Violator,Harlingen,ECUADOR,2024,2,4,Jan-24,47
CBP,Other Immigration Violator,Harlingen,ECUADOR,2024,2,5,Feb-24,92
CBP,Other Immigration Violator,Harlingen,ECUADOR,2024,2,6,Mar-24,147
CBP,Other Immigration Violator,Harlingen,ECUADOR,2024,3,7,Apr-24,522
CBP,Other Immigration Violator,Harlingen,ECUADOR,2024,3,8,May-24,841
CBP,Other Immigration Violator,Harlingen,ECUADOR,2024,3,9,Jun-24,510
CBP,Other Immigration Violator,Harlingen,ECUADOR,2024,4,10,Jul-24,1030
CBP,Other Immigration Violator,Harlingen,ECUADOR,2024,4,11,Aug-24,576
CBP,Other Immigration Violator,Harlingen,ECUADOR,2024,4,12,Sep-24,359
CBP,Other Immigration Violator,Harlingen,ECUADOR,2025,1,1,Oct-24,468
CBP,Other Immigration Violator,Harlingen,ECUADOR,2025,1,2,Nov-24,340
CBP,Other Immigration Violator,Harlingen,ECUADOR,2025,1,3,Dec-24,148
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2022,1,1,Oct-21,103
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2022,1,2,Nov-21,28
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2022,1,3,Dec-21,25
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2022,2,4,Jan-22,254
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2022,2,5,Feb-22,414
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2022,2,6,Mar-22,684
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2022,3,7,Apr-22,452
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2022,3,8,May-22,526
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2022,3,9,Jun-22,577
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2022,4,10,Jul-22,810
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2022,4,11,Aug-22,303
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2022,4,12,Sep-22,418
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2023,1,1,Oct-22,367
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2023,1,2,Nov-22,319
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2023,1,3,Dec-22,175
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2023,2,4,Jan-23,75
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2023,2,5,Feb-23,141
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2023,2,6,Mar-23,294
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2023,3,7,Apr-23,159
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2023,3,8,May-23,406
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2023,3,9,Jun-23,472
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2023,4,10,Jul-23,193
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2023,4,11,Aug-23,282
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2023,4,12,Sep-23,344
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2024,1,1,Oct-23,790
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2024,1,2,Nov-23,1476
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2024,1,3,Dec-23,758
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2024,2,4,Jan-24,478
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2024,2,5,Feb-24,768
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2024,2,6,Mar-24,561
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2024,3,7,Apr-24,537
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2024,3,8,May-24,795
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2024,3,9,Jun-24,568
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2024,4,10,Jul-24,562
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2024,4,11,Aug-24,386
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2024,4,12,Sep-24,430
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2025,1,1,Oct-24,505
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2025,1,2,Nov-24,255
CBP,Other Immigration Violator,Harlingen,EL SALVADOR,2025,1,3,Dec-24,154
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2022,1,1,Oct-21,21
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2022,1,2,Nov-21,21
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2022,1,3,Dec-21,24
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2022,2,4,Jan-22,16
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2022,2,5,Feb-22,15
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2022,2,6,Mar-22,37
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2022,3,7,Apr-22,20
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2022,3,8,May-22,353
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2022,3,9,Jun-22,17
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2022,4,10,Jul-22,19
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2022,4,11,Aug-22,14
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2022,4,12,Sep-22,12
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2023,1,1,Oct-22,13
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2023,1,2,Nov-22,20
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2023,1,3,Dec-22,12
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2023,2,4,Jan-23,14
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2023,2,5,Feb-23,21
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2023,2,6,Mar-23,13
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2023,3,7,Apr-23,49
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2023,3,8,May-23,681
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2023,3,9,Jun-23,703
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2023,4,10,Jul-23,1141
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2023,4,11,Aug-23,3112
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2023,4,12,Sep-23,2019
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2024,1,2,Nov-23,3164
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2024,1,3,Dec-23,2635
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2024,2,4,Jan-24,2997
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2024,2,5,Feb-24,2492
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2024,2,6,Mar-24,2501
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2024,3,7,Apr-24,1449
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2024,3,8,May-24,2040
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2024,3,9,Jun-24,1631
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2024,4,10,Jul-24,1003
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2024,4,11,Aug-24,620
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2024,4,12,Sep-24,642
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2025,1,1,Oct-24,877
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2025,1,2,Nov-24,673
CBP,Other Immigration Violator,Harlingen,GUATEMALA,2025,1,3,Dec-24,857
CBP,Other Immigration Violator,Harlingen,HAITI,2022,2,6,Mar-22,55
CBP,Other Immigration Violator,Harlingen,HAITI,2022,3,7,Apr-22,32
CBP,Other Immigration Violator,Harlingen,HAITI,2022,4,12,Sep-22,10
CBP,Other Immigration Violator,Harlingen,HAITI,2023,2,6,Mar-23,15
CBP,Other Immigration Violator,Harlingen,HAITI,2024,2,4,Jan-24,27
CBP,Other Immigration Violator,Harlingen,HAITI,2025,1,1,Oct-24,25
CBP,Other Immigration Violator,Harlingen,HAITI,2025,1,3,Dec-24,19
CBP,Other Immigration Violator,Harlingen,HONDURAS,2022,1,1,Oct-21,37
CBP,Other Immigration Violator,Harlingen,HONDURAS,2022,1,2,Nov-21,53
CBP,Other Immigration Violator,Harlingen,HONDURAS,2022,1,3,Dec-21,34
CBP,Other Immigration Violator,Harlingen,HONDURAS,2022,2,4,Jan-22,32
CBP,Other Immigration Violator,Harlingen,HONDURAS,2022,2,5,Feb-22,34
CBP,Other Immigration Violator,Harlingen,HONDURAS,2022,2,6,Mar-22,45
CBP,Other Immigration Violator,Harlingen,HONDURAS,2022,3,7,Apr-22,37
CBP,Other Immigration Violator,Harlingen,HONDURAS,2022,3,8,May-22,504
CBP,Other Immigration Violator,Harlingen,HONDURAS,2022,4,10,Jul-22,19
CBP,Other Immigration Violator,Harlingen,HONDURAS,2022,4,11,Aug-22,43
CBP,Other Immigration Violator,Harlingen,HONDURAS,2022,4,12,Sep-22,36
CBP,Other Immigration Violator,Harlingen,HONDURAS,2023,1,1,Oct-22,17
CBP,Other Immigration Violator,Harlingen,HONDURAS,2023,1,2,Nov-22,24
CBP,Other Immigration Violator,Harlingen,HONDURAS,2023,1,3,Dec-22,84
CBP,Other Immigration Violator,Harlingen,HONDURAS,2023,2,5,Feb-23,10
CBP,Other Immigration Violator,Harlingen,HONDURAS,2023,2,6,Mar-23,25
CBP,Other Immigration Violator,Harlingen,HONDURAS,2023,3,7,Apr-23,26
CBP,Other Immigration Violator,Harlingen,HONDURAS,2023,3,8,May-23,563
CBP,Other Immigration Violator,Harlingen,HONDURAS,2023,3,9,Jun-23,799
CBP,Other Immigration Violator,Harlingen,HONDURAS,2023,4,10,Jul-23,1660
CBP,Other Immigration Violator,Harlingen,HONDURAS,2023,4,11,Aug-23,3447
CBP,Other Immigration Violator,Harlingen,HONDURAS,2023,4,12,Sep-23,1749
CBP,Other Immigration Violator,Harlingen,HONDURAS,2024,1,1,Oct-23,3118
CBP,Other Immigration Violator,Harlingen,HONDURAS,2024,1,2,Nov-23,3425
CBP,Other Immigration Violator,Harlingen,HONDURAS,2024,1,3,Dec-23,3281
CBP,Other Immigration Violator,Harlingen,HONDURAS,2024,2,4,Jan-24,2249
CBP,Other Immigration Violator,Harlingen,HONDURAS,2024,2,5,Feb-24,1398
CBP,Other Immigration Violator,Harlingen,HONDURAS,2024,2,6,Mar-24,1153
CBP,Other Immigration Violator,Harlingen,HONDURAS,2024,3,7,Apr-24,1244
CBP,Other Immigration Violator,Harlingen,HONDURAS,2024,3,8,May-24,1352
CBP,Other Immigration Violator,Harlingen,HONDURAS,2024,3,9,Jun-24,1677
CBP,Other Immigration Violator,Harlingen,HONDURAS,2024,4,10,Jul-24,766
CBP,Other Immigration Violator,Harlingen,HONDURAS,2024,4,11,Aug-24,699
CBP,Other Immigration Violator,Harlingen,HONDURAS,2024,4,12,Sep-24,787
CBP,Other Immigration Violator,Harlingen,HONDURAS,2025,1,1,Oct-24,414
CBP,Other Immigration Violator,Harlingen,HONDURAS,2025,1,2,Nov-24,337
CBP,Other Immigration Violator,Harlingen,HONDURAS,2025,1,3,Dec-24,329
CBP,Other Immigration Violator,Harlingen,MEXICO,2022,1,1,Oct-21,26
CBP,Other Immigration Violator,Harlingen,MEXICO,2022,1,2,Nov-21,34
CBP,Other Immigration Violator,Harlingen,MEXICO,2022,1,3,Dec-21,26
CBP,Other Immigration Violator,Harlingen,MEXICO,2022,2,4,Jan-22,26
CBP,Other Immigration Violator,Harlingen,MEXICO,2022,2,5,Feb-22,32
CBP,Other Immigration Violator,Harlingen,MEXICO,2022,2,6,Mar-22,35
CBP,Other Immigration Violator,Harlingen,MEXICO,2022,3,7,Apr-22,47
CBP,Other Immigration Violator,Harlingen,MEXICO,2022,3,8,May-22,29
CBP,Other Immigration Violator,Harlingen,MEXICO,2022,3,9,Jun-22,32
CBP,Other Immigration Violator,Harlingen,MEXICO,2022,4,10,Jul-22,45
CBP,Other Immigration Violator,Harlingen,MEXICO,2022,4,11,Aug-22,43
CBP,Other Immigration Violator,Harlingen,MEXICO,2022,4,12,Sep-22,32
CBP,Other Immigration Violator,Harlingen,MEXICO,2023,1,1,Oct-22,59
CBP,Other Immigration Violator,Harlingen,MEXICO,2023,1,2,Nov-22,72
CBP,Other Immigration Violator,Harlingen,MEXICO,2023,1,3,Dec-22,79
CBP,Other Immigration Violator,Harlingen,MEXICO,2023,2,4,Jan-23,72
CBP,Other Immigration Violator,Harlingen,MEXICO,2023,2,5,Feb-23,55
CBP,Other Immigration Violator,Harlingen,MEXICO,2023,2,6,Mar-23,72
CBP,Other Immigration Violator,Harlingen,MEXICO,2023,3,7,Apr-23,58
CBP,Other Immigration Violator,Harlingen,MEXICO,2023,3,8,May-23,165
CBP,Other Immigration Violator,Harlingen,MEXICO,2023,3,9,Jun-23,158
CBP,Other Immigration Violator,Harlingen,MEXICO,2023,4,10,Jul-23,268
CBP,Other Immigration Violator,Harlingen,MEXICO,2023,4,11,Aug-23,317
CBP,Other Immigration Violator,Harlingen,MEXICO,2023,4,12,Sep-23,166
CBP,Other Immigration Violator,Harlingen,MEXICO,2024,1,1,Oct-23,410
CBP,Other Immigration Violator,Harlingen,MEXICO,2024,1,2,Nov-23,181
CBP,Other Immigration Violator,Harlingen,MEXICO,2024,1,3,Dec-23,192
CBP,Other Immigration Violator,Harlingen,MEXICO,2024,2,4,Jan-24,182
CBP,Other Immigration Violator,Harlingen,MEXICO,2024,2,5,Feb-24,149
CBP,Other Immigration Violator,Harlingen,MEXICO,2024,2,6,Mar-24,257
CBP,Other Immigration Violator,Harlingen,MEXICO,2024,3,7,Apr-24,224
CBP,Other Immigration Violator,Harlingen,MEXICO,2024,3,8,May-24,977
CBP,Other Immigration Violator,Harlingen,MEXICO,2024,3,9,Jun-24,874
CBP,Other Immigration Violator,Harlingen,MEXICO,2024,4,10,Jul-24,766
CBP,Other Immigration Violator,Harlingen,MEXICO,2024,4,11,Aug-24,635
CBP,Other Immigration Violator,Harlingen,MEXICO,2024,4,12,Sep-24,494
CBP,Other Immigration Violator,Harlingen,MEXICO,2025,1,1,Oct-24,1375
CBP,Other Immigration Violator,Harlingen,MEXICO,2025,1,2,Nov-24,703
CBP,Other Immigration Violator,Harlingen,MEXICO,2025,1,3,Dec-24,658
CBP,Other Immigration Violator,Harlingen,NICARAGUA,2022,1,3,Dec-21,24
CBP,Other Immigration Violator,Harlingen,NICARAGUA,2022,2,4,Jan-22,11
CBP,Other Immigration Violator,Harlingen,NICARAGUA,2022,2,5,Feb-22,10
CBP,Other Immigration Violator,Harlingen,NICARAGUA,2022,2,6,Mar-22,33
CBP,Other Immigration Violator,Harlingen,NICARAGUA,2022,3,7,Apr-22,35
CBP,Other Immigration Violator,Harlingen,NICARAGUA,2022,3,8,May-22,17
CBP,Other Immigration Violator,Harlingen,NICARAGUA,2022,3,9,Jun-22,38
CBP,Other Immigration Violator,Harlingen,NICARAGUA,2022,4,10,Jul-22,18
CBP,Other Immigration Violator,Harlingen,NICARAGUA,2022,4,11,Aug-22,43
CBP,Other Immigration Violator,Harlingen,NICARAGUA,2022,4,12,Sep-22,45
CBP,Other Immigration Violator,Harlingen,NICARAGUA,2023,1,1,Oct-22,17
