Arresting Agency,Criminality,Area of Responsibility (AOR),Country of Citizenship,Fiscal Year,Fiscal Quarter,Fiscal Month,Month-Year,Removals
CBP,Other Immigration Violator,San Antonio,HONDURAS,2025,1,3,Dec-24,295
CBP,Other Immigration Violator,San Antonio,JORDAN,2025,1,2,Nov-24,10
CBP,Other Immigration Violator,San Antonio,JORDAN,2025,1,3,Dec-24,12
CBP,Other Immigration Violator,San Antonio,MEXICO,2021,1,1,Oct-20,62
CBP,Other Immigration Violator,San Antonio,MEXICO,2021,1,2,Nov-20,26
CBP,Other Immigration Violator,San Antonio,MEXICO,2021,1,3,Dec-20,22
CBP,Other Immigration Violator,San Antonio,MEXICO,2021,2,4,Jan-21,35
CBP,Other Immigration Violator,San Antonio,MEXICO,2021,2,5,Feb-21,23
CBP,Other Immigration Violator,San Antonio,MEXICO,2021,2,6,Mar-21,18
CBP,Other Immigration Violator,San Antonio,MEXICO,2021,3,7,Apr-21,20
CBP,Other Immigration Violator,San Antonio,MEXICO,2021,3,8,May-21,76
CBP,Other Immigration Violator,San Antonio,MEXICO,2021,3,9,Jun-21,18
CBP,Other Immigration Violator,San Antonio,MEXICO,2021,4,10,Jul-21,105
CBP,Other Immigration Violator,San Antonio,MEXICO,2021,4,11,Aug-21,133
CBP,Other Immigration Violator,San Antonio,MEXICO,2021,4,12,Sep-21,11
CBP,Other Immigration Violator,San Antonio,MEXICO,2022,1,1,Oct-21,10
CBP,Other Immigration Violator,San Antonio,MEXICO,2022,2,6,Mar-22,16
CBP,Other Immigration Violator,San Antonio,MEXICO,2022,3,7,Apr-22,25
CBP,Other Immigration Violator,San Antonio,MEXICO,2022,3,8,May-22,10
CBP,Other Immigration Violator,San Antonio,MEXICO,2022,3,9,Jun-22,11
CBP,Other Immigration Violator,San Antonio,MEXICO,2022,4,12,Sep-22,11
CBP,Other Immigration Violator,San Antonio,MEXICO,2023,2,5,Feb-23,13
CBP,Other Immigration Violator,San Antonio,MEXICO,2023,2,6,Mar-23,18
CBP,Other Immigration Violator,San Antonio,MEXICO,2023,3,7,Apr-23,10
CBP,Other Immigration Violator,San Antonio,MEXICO,2023,3,8,May-23,97
CBP,Other Immigration Violator,San Antonio,MEXICO,2023,3,9,Jun-23,160
CBP,Other Immigration Violator,San Antonio,MEXICO,2023,4,10,Jul-23,129
CBP,Other Immigration Violator,San Antonio,MEXICO,2023,4,11,Aug-23,198
CBP,Other Immigration Violator,San Antonio,MEXICO,2023,4,12,Sep-23,94
CBP,Other Immigration Violator,San Antonio,MEXICO,2024,1,1,Oct-23,259
CBP,Other Immigration Violator,San Antonio,MEXICO,2024,1,2,Nov-23,162
CBP,Other Immigration Violator,San Antonio,MEXICO,2024,1,3,Dec-23,121
CBP,Other Immigration Violator,San Antonio,MEXICO,2024,2,4,Jan-24,191
CBP,Other Immigration Violator,San Antonio,MEXICO,2024,2,5,Feb-24,385
CBP,Other Immigration Violator,San Antonio,MEXICO,2024,2,6,Mar-24,556
CBP,Other Immigration Violator,San Antonio,MEXICO,2024,3,7,Apr-24,447
CBP,Other Immigration Violator,San Antonio,MEXICO,2024,3,8,May-24,409
CBP,Other Immigration Violator,San Antonio,MEXICO,2024,3,9,Jun-24,274
CBP,Other Immigration Violator,San Antonio,MEXICO,2024,4,10,Jul-24,365
CBP,Other Immigration Violator,San Antonio,MEXICO,2024,4,11,Aug-24,379
CBP,Other Immigration Violator,San Antonio,MEXICO,2024,4,12,Sep-24,222
CBP,Other Immigration Violator,San Antonio,MEXICO,2025,1,1,Oct-24,540
CBP,Other Immigration Violator,San Antonio,MEXICO,2025,1,2,Nov-24,343
CBP,Other Immigration Violator,San Antonio,MEXICO,2025,1,3,Dec-24,128
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2021,1,1,Oct-20,19
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2021,1,2,Nov-20,12
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2021,1,3,Dec-20,13
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2021,2,4,Jan-21,18
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2021,2,6,Mar-21,31
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2021,3,7,Apr-21,21
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2021,3,8,May-21,50
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2021,3,9,Jun-21,17
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2021,4,10,Jul-21,41
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2021,4,11,Aug-21,41
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2021,4,12,Sep-21,26
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2022,1,3,Dec-21,41
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2022,4,11,Aug-22,17
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2022,4,12,Sep-22,11
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2023,1,1,Oct-22,19
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2023,1,2,Nov-22,12
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2023,1,3,Dec-22,14
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2023,2,5,Feb-23,24
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2023,3,7,Apr-23,20
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2024,1,1,Oct-23,16
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2024,1,2,Nov-23,21
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2024,2,4,Jan-24,22
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2024,2,5,Feb-24,21
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2024,2,6,Mar-24,29
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2024,3,7,Apr-24,28
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2024,3,8,May-24,44
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2024,3,9,Jun-24,25
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2024,4,10,Jul-24,77
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2024,4,11,Aug-24,107
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2024,4,12,Sep-24,44
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2025,1,1,Oct-24,57
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2025,1,2,Nov-24,10
CBP,Other Immigration Violator,San Antonio,NICARAGUA,2025,1,3,Dec-24,17
CBP,Other Immigration Violator,San Antonio,PERU,2022,4,10,Jul-22,22
CBP,Other Immigration Violator,San Antonio,PERU,2022,4,11,Aug-22,47
CBP,Other Immigration Violator,San Antonio,PERU,2022,4,12,Sep-22,49
CBP,Other Immigration Violator,San Antonio,PERU,2023,1,1,Oct-22,193
CBP,Other Immigration Violator,San Antonio,PERU,2023,1,2,Nov-22,93
CBP,Other Immigration Violator,San Antonio,PERU,2023,2,4,Jan-23,15
CBP,Other Immigration Violator,San Antonio,PERU,2023,2,5,Feb-23,15
CBP,Other Immigration Violator,San Antonio,PERU,2023,2,6,Mar-23,51
CBP,Other Immigration Violator,San Antonio,PERU,2023,3,8,May-23,64
CBP,Other Immigration Violator,San Antonio,PERU,2023,3,9,Jun-23,31
CBP,Other Immigration Violator,San Antonio,PERU,2023,4,10,Jul-23,13
CBP,Other Immigration Violator,San Antonio,PERU,2023,4,11,Aug-23,54
CBP,Other Immigration Violator,San Antonio,PERU,2023,4,12,Sep-23,13
CBP,Other Immigration Violator,San Antonio,PERU,2024,2,5,Feb-24,10
CBP,Other Immigration Violator,San Antonio,PERU,2024,3,7,Apr-24,12
CBP,Other Immigration Violator,San Antonio,PERU,2024,3,8,May-24,22
CBP,Other Immigration Violator,San Antonio,PERU,2024,3,9,Jun-24,73
CBP,Other Immigration Violator,San Antonio,PERU,2024,4,10,Jul-24,40
CBP,Other Immigration Violator,San Antonio,PERU,2025,1,1,Oct-24,26
CBP,Other Immigration Violator,San Antonio,PERU,2025,1,2,Nov-24,22
CBP,Other Immigration Violator,San Antonio,PERU,2025,1,3,Dec-24,18
CBP,Other Immigration Violator,San Antonio,VENEZUELA,2023,4,10,Jul-23,19
CBP,Other Immigration Violator,San Antonio,VENEZUELA,2024,1,1,Oct-23,40
CBP,Other Immigration Violator,San Antonio,VENEZUELA,2024,1,2,Nov-23,71
CBP,Other Immigration Violator,San Antonio,VENEZUELA,2024,1,3,Dec-23,158
CBP,Other Immigration Violator,San Antonio,VENEZUELA,2024,2,4,Jan-24,122
CBP,Other Immigration Violator,San Antonio,VENEZUELA,2024,2,5,Feb-24,123
CBP,Other Immigration Violator,San Antonio,VENEZUELA,2024,2,6,Mar-24,18
CBP,Other Immigration Violator,San Antonio,VENEZUELA,2024,3,7,Apr-24,53
CBP,Other Immigration Violator,San Antonio,VENEZUELA,2024,3,8,May-24,45
CBP,Other Immigration Violator,San Antonio,VENEZUELA,2024,3,9,Jun-24,35
CBP,Other Immigration Violator,San Antonio,VENEZUELA,2024,4,10,Jul-24,20
CBP,Other Immigration Violator,San Antonio,VENEZUELA,2025,1,1,Oct-24,14
CBP,Other Immigration Violator,San Diego,BRAZIL,2021,3,7,Apr-21,13
CBP,Other Immigration Violator,San Diego,BRAZIL,2021,3,8,May-21,16
CBP,Other Immigration Violator,San Diego,BRAZIL,2021,3,9,Jun-21,44
CBP,Other Immigration Violator,San Diego,BRAZIL,2021,4,10,Jul-21,80
CBP,Other Immigration Violator,San Diego,BRAZIL,2021,4,11,Aug-21,40
CBP,Other Immigration Violator,San Diego,BRAZIL,2021,4,12,Sep-21,33
CBP,Other Immigration Violator,San Diego,BRAZIL,2022,1,1,Oct-21,44
CBP,Other Immigration Violator,San Diego,BRAZIL,2022,1,2,Nov-21,20
CBP,Other Immigration Violator,San Diego,BRAZIL,2022,1,3,Dec-21,24
CBP,Other Immigration Violator,San Diego,BRAZIL,2022,2,4,Jan-22,11
CBP,Other Immigration Violator,San Diego,BRAZIL,2022,4,11,Aug-22,11
CBP,Other Immigration Violator,San Diego,BRAZIL,2023,4,11,Aug-23,18
CBP,Other Immigration Violator,San Diego,BRAZIL,2024,2,4,Jan-24,11
CBP,Other Immigration Violator,San Diego,BRAZIL,2024,2,5,Feb-24,10
CBP,Other Immigration Violator,San Diego,BRAZIL,2024,3,7,Apr-24,15
CBP,Other Immigration Violator,San Diego,BRAZIL,2024,3,8,May-24,14
CBP,Other Immigration Violator,San Diego,BRAZIL,2024,3,9,Jun-24,10
CBP,Other Immigration Violator,San Diego,"CHINA, PEOPLES REPUBLIC OF",2023,3,7,Apr-23,11
CBP,Other Immigration Violator,San Diego,"CHINA, PEOPLES REPUBLIC OF",2024,2,5,Feb-24,10
CBP,Other Immigration Violator,San Diego,"CHINA, PEOPLES REPUBLIC OF",2024,3,9,Jun-24,16
CBP,Other Immigration Violator,San Diego,"CHINA, PEOPLES REPUBLIC OF",2025,1,1,Oct-24,12
CBP,Other Immigration Violator,San Diego,COLOMBIA,2022,1,2,Nov-21,17
CBP,Other Immigration Violator,San Diego,COLOMBIA,2022,1,3,Dec-21,11
CBP,Other Immigration Violator,San Diego,COLOMBIA,2022,2,4,Jan-22,11
CBP,Other Immigration Violator,San Diego,COLOMBIA,2022,2,5,Feb-22,13
CBP,Other Immigration Violator,San Diego,COLOMBIA,2022,2,6,Mar-22,17
CBP,Other Immigration Violator,San Diego,COLOMBIA,2022,3,7,Apr-22,17
CBP,Other Immigration Violator,San Diego,COLOMBIA,2022,3,8,May-22,24
CBP,Other Immigration Violator,San Diego,COLOMBIA,2022,3,9,Jun-22,15
CBP,Other Immigration Violator,San Diego,COLOMBIA,2022,4,10,Jul-22,37
CBP,Other Immigration Violator,San Diego,COLOMBIA,2022,4,11,Aug-22,15
CBP,Other Immigration Violator,San Diego,COLOMBIA,2022,4,12,Sep-22,71
CBP,Other Immigration Violator,San Diego,COLOMBIA,2023,1,1,Oct-22,17
CBP,Other Immigration Violator,San Diego,COLOMBIA,2023,1,2,Nov-22,10
CBP,Other Immigration Violator,San Diego,COLOMBIA,2023,2,4,Jan-23,11
CBP,Other Immigration Violator,San Diego,COLOMBIA,2023,3,7,Apr-23,28
CBP,Other Immigration Violator,San Diego,COLOMBIA,2023,3,8,May-23,14
CBP,Other Immigration Violator,San Diego,COLOMBIA,2023,3,9,Jun-23,65
CBP,Other Immigration Violator,San Diego,COLOMBIA,2023,4,10,Jul-23,30
CBP,Other Immigration Violator,San Diego,COLOMBIA,2023,4,11,Aug-23,16
CBP,Other Immigration Violator,San Diego,COLOMBIA,2024,1,1,Oct-23,22
CBP,Other Immigration Violator,San Diego,COLOMBIA,2024,1,3,Dec-23,25
CBP,Other Immigration Violator,San Diego,COLOMBIA,2024,2,4,Jan-24,16
CBP,Other Immigration Violator,San Diego,COLOMBIA,2024,2,5,Feb-24,109
CBP,Other Immigration Violator,San Diego,COLOMBIA,2024,2,6,Mar-24,42
CBP,Other Immigration Violator,San Diego,COLOMBIA,2024,3,7,Apr-24,36
CBP,Other Immigration Violator,San Diego,COLOMBIA,2024,3,8,May-24,27
CBP,Other Immigration Violator,San Diego,COLOMBIA,2024,3,9,Jun-24,32
CBP,Other Immigration Violator,San Diego,COLOMBIA,2024,4,10,Jul-24,110
CBP,Other Immigration Violator,San Diego,COLOMBIA,2024,4,11,Aug-24,16
CBP,Other Immigration Violator,San Diego,COLOMBIA,2024,4,12,Sep-24,20
CBP,Other Immigration Violator,San Diego,COLOMBIA,2025,1,1,Oct-24,38
CBP,Other Immigration Violator,San Diego,COLOMBIA,2025,1,2,Nov-24,44
CBP,Other Immigration Violator,San Diego,COLOMBIA,2025,1,3,Dec-24,14
CBP,Other Immigration Violator,San Diego,DOMINICAN REPUBLIC,2023,3,7,Apr-23,14
CBP,Other Immigration Violator,San Diego,DOMINICAN REPUBLIC,2024,4,12,Sep-24,10
CBP,Other Immigration Violator,San Diego,ECUADOR,2023,4,10,Jul-23,14
CBP,Other Immigration Violator,San Diego,ECUADOR,2023,4,11,Aug-23,27
CBP,Other Immigration Violator,San Diego,ECUADOR,2023,4,12,Sep-23,42
CBP,Other Immigration Violator,San Diego,ECUADOR,2024,1,1,Oct-23,12
CBP,Other Immigration Violator,San Diego,ECUADOR,2024,2,4,Jan-24,15
CBP,Other Immigration Violator,San Diego,ECUADOR,2024,2,5,Feb-24,12
CBP,Other Immigration Violator,San Diego,ECUADOR,2024,2,6,Mar-24,13
CBP,Other Immigration Violator,San Diego,ECUADOR,2024,3,7,Apr-24,17
CBP,Other Immigration Violator,San Diego,ECUADOR,2024,3,8,May-24,19
CBP,Other Immigration Violator,San Diego,ECUADOR,2024,3,9,Jun-24,54
CBP,Other Immigration Violator,San Diego,ECUADOR,2024,4,10,Jul-24,37
CBP,Other Immigration Violator,San Diego,ECUADOR,2024,4,11,Aug-24,20
CBP,Other Immigration Violator,San Diego,EL SALVADOR,2023,4,11,Aug-23,10
CBP,Other Immigration Violator,San Diego,EL SALVADOR,2024,2,4,Jan-24,11
CBP,Other Immigration Violator,San Diego,EL SALVADOR,2024,4,10,Jul-24,17
CBP,Other Immigration Violator,San Diego,EL SALVADOR,2024,4,11,Aug-24,26
CBP,Other Immigration Violator,San Diego,EL SALVADOR,2024,4,12,Sep-24,24
CBP,Other Immigration Violator,San Diego,EL SALVADOR,2025,1,1,Oct-24,12
CBP,Other Immigration Violator,San Diego,GUATEMALA,2021,1,1,Oct-20,16
CBP,Other Immigration Violator,San Diego,GUATEMALA,2021,1,2,Nov-20,15
CBP,Other Immigration Violator,San Diego,GUATEMALA,2021,2,6,Mar-21,15
CBP,Other Immigration Violator,San Diego,GUATEMALA,2023,3,9,Jun-23,27
CBP,Other Immigration Violator,San Diego,GUATEMALA,2023,4,10,Jul-23,17
CBP,Other Immigration Violator,San Diego,GUATEMALA,2023,4,11,Aug-23,19
CBP,Other Immigration Violator,San Diego,GUATEMALA,2023,4,12,Sep-23,12
CBP,Other Immigration Violator,San Diego,GUATEMALA,2024,1,1,Oct-23,14
CBP,Other Immigration Violator,San Diego,GUATEMALA,2024,1,2,Nov-23,16
CBP,Other Immigration Violator,San Diego,GUATEMALA,2024,1,3,Dec-23,15
CBP,Other Immigration Violator,San Diego,GUATEMALA,2024,2,4,Jan-24,14
CBP,Other Immigration Violator,San Diego,GUATEMALA,2024,2,5,Feb-24,24
CBP,Other Immigration Violator,San Diego,GUATEMALA,2024,2,6,Mar-24,21
CBP,Other Immigration Violator,San Diego,GUATEMALA,2024,3,7,Apr-24,27
CBP,Other Immigration Violator,San Diego,GUATEMALA,2024,3,8,May-24,28
CBP,Other Immigration Violator,San Diego,GUATEMALA,2024,3,9,Jun-24,315
CBP,Other Immigration Violator,San Diego,GUATEMALA,2024,4,10,Jul-24,249
CBP,Other Immigration Violator,San Diego,GUATEMALA,2024,4,11,Aug-24,35
CBP,Other Immigration Violator,San Diego,GUATEMALA,2024,4,12,Sep-24,29
CBP,Other Immigration Violator,San Diego,GUATEMALA,2025,1,1,Oct-24,11
CBP,Other Immigration Violator,San Diego,GUATEMALA,2025,1,2,Nov-24,10
CBP,Other Immigration Violator,San Diego,GUATEMALA,2025,1,3,Dec-24,14
CBP,Other Immigration Violator,San Diego,HAITI,2021,3,7,Apr-21,11
CBP,Other Immigration Violator,San Diego,HAITI,2022,1,2,Nov-21,11
CBP,Other Immigration Violator,San Diego,HAITI,2023,4,11,Aug-23,10
CBP,Other Immigration Violator,San Diego,HONDURAS,2021,2,6,Mar-21,15
CBP,Other Immigration Violator,San Diego,HONDURAS,2021,4,10,Jul-21,10
CBP,Other Immigration Violator,San Diego,HONDURAS,2023,4,11,Aug-23,15
CBP,Other Immigration Violator,San Diego,HONDURAS,2024,1,1,Oct-23,11
CBP,Other Immigration Violator,San Diego,HONDURAS,2024,1,2,Nov-23,14
CBP,Other Immigration Violator,San Diego,HONDURAS,2024,2,5,Feb-24,23
CBP,Other Immigration Violator,San Diego,HONDURAS,2024,2,6,Mar-24,14
CBP,Other Immigration Violator,San Diego,HONDURAS,2024,3,7,Apr-24,17
CBP,Other Immigration Violator,San Diego,HONDURAS,2024,3,8,May-24,15
CBP,Other Immigration Violator,San Diego,HONDURAS,2024,3,9,Jun-24,15
CBP,Other Immigration Violator,San Diego,HONDURAS,2024,4,10,Jul-24,16
CBP,Other Immigration Violator,San Diego,HONDURAS,2024,4,11,Aug-24,22
CBP,Other Immigration Violator,San Diego,INDIA,2022,4,12,Sep-22,12
CBP,Other Immigration Violator,San Diego,INDIA,2023,1,2,Nov-22,34
CBP,Other Immigration Violator,San Diego,INDIA,2025,1,1,Oct-24,14
CBP,Other Immigration Violator,San Diego,MEXICO,2021,1,1,Oct-20,44
CBP,Other Immigration Violator,San Diego,MEXICO,2021,1,2,Nov-20,22
CBP,Other Immigration Violator,San Diego,MEXICO,2021,1,3,Dec-20,19
CBP,Other Immigration Violator,San Diego,MEXICO,2021,2,4,Jan-21,26
CBP,Other Immigration Violator,San Diego,MEXICO,2021,2,5,Feb-21,18
CBP,Other Immigration Violator,San Diego,MEXICO,2021,2,6,Mar-21,24
CBP,Other Immigration Violator,San Diego,MEXICO,2021,3,7,Apr-21,19
CBP,Other Immigration Violator,San Diego,MEXICO,2021,3,8,May-21,14
CBP,Other Immigration Violator,San Diego,MEXICO,2021,3,9,Jun-21,23
CBP,Other Immigration Violator,San Diego,MEXICO,2021,4,10,Jul-21,23
CBP,Other Immigration Violator,San Diego,MEXICO,2021,4,11,Aug-21,20
CBP,Other Immigration Violator,San Diego,MEXICO,2021,4,12,Sep-21,13
CBP,Other Immigration Violator,San Diego,MEXICO,2022,1,1,Oct-21,17
CBP,Other Immigration Violator,San Diego,MEXICO,2022,1,2,Nov-21,13
CBP,Other Immigration Violator,San Diego,MEXICO,2022,2,4,Jan-22,16
CBP,Other Immigration Violator,San Diego,MEXICO,2022,2,5,Feb-22,22
CBP,Other Immigration Violator,San Diego,MEXICO,2022,2,6,Mar-22,15
CBP,Other Immigration Violator,San Diego,MEXICO,2022,3,7,Apr-22,50
CBP,Other Immigration Violator,San Diego,MEXICO,2022,3,8,May-22,13
CBP,Other Immigration Violator,San Diego,MEXICO,2022,3,9,Jun-22,16
CBP,Other Immigration Violator,San Diego,MEXICO,2022,4,10,Jul-22,12
CBP,Other Immigration Violator,San Diego,MEXICO,2022,4,11,Aug-22,12
CBP,Other Immigration Violator,San Diego,MEXICO,2022,4,12,Sep-22,14
CBP,Other Immigration Violator,San Diego,MEXICO,2023,1,2,Nov-22,10
CBP,Other Immigration Violator,San Diego,MEXICO,2023,1,3,Dec-22,18
CBP,Other Immigration Violator,San Diego,MEXICO,2023,2,4,Jan-23,18
CBP,Other Immigration Violator,San Diego,MEXICO,2023,2,5,Feb-23,23
CBP,Other Immigration Violator,San Diego,MEXICO,2023,2,6,Mar-23,21
CBP,Other Immigration Violator,San Diego,MEXICO,2023,3,7,Apr-23,26
CBP,Other Immigration Violator,San Diego,MEXICO,2023,3,8,May-23,61
CBP,Other Immigration Violator,San Diego,MEXICO,2023,3,9,Jun-23,153
CBP,Other Immigration Violator,San Diego,MEXICO,2023,4,10,Jul-23,153
CBP,Other Immigration Violator,San Diego,MEXICO,2023,4,11,Aug-23,166
CBP,Other Immigration Violator,San Diego,MEXICO,2023,4,12,Sep-23,110
CBP,Other Immigration Violator,San Diego,MEXICO,2024,1,1,Oct-23,134
CBP,Other Immigration Violator,San Diego,MEXICO,2024,1,2,Nov-23,86
CBP,Other Immigration Violator,San Diego,MEXICO,2024,1,3,Dec-23,120
CBP,Other Immigration Violator,San Diego,MEXICO,2024,2,4,Jan-24,112
CBP,Other Immigration Violator,San Diego,MEXICO,2024,2,5,Feb-24,121
CBP,Other Immigration Violator,San Diego,MEXICO,2024,2,6,Mar-24,122
CBP,Other Immigration Violator,San Diego,MEXICO,2024,3,7,Apr-24,95
CBP,Other Immigration Violator,San Diego,MEXICO,2024,3,8,May-24,102
CBP,Other Immigration Violator,San Diego,MEXICO,2024,3,9,Jun-24,89
CBP,Other Immigration Violator,San Diego,MEXICO,2024,4,10,Jul-24,408
CBP,Other Immigration Violator,San Diego,MEXICO,2024,4,11,Aug-24,294
CBP,Other Immigration Violator,San Diego,MEXICO,2024,4,12,Sep-24,80
CBP,Other Immigration Violator,San Diego,MEXICO,2025,1,1,Oct-24,518
CBP,Other Immigration Violator,San Diego,MEXICO,2025,1,2,Nov-24,369
CBP,Other Immigration Violator,San Diego,MEXICO,2025,1,3,Dec-24,85
CBP,Other Immigration Violator,San Diego,NICARAGUA,2023,1,1,Oct-22,14
CBP,Other Immigration Violator,San Diego,PERU,2022,4,12,Sep-22,45
CBP,Other Immigration Violator,San Diego,PERU,2023,1,1,Oct-22,28
CBP,Other Immigration Violator,San Diego,PERU,2023,1,2,Nov-22,126
CBP,Other Immigration Violator,San Diego,PERU,2023,1,3,Dec-22,12
CBP,Other Immigration Violator,San Diego,PERU,2023,2,5,Feb-23,14
CBP,Other Immigration Violator,San Diego,PERU,2023,2,6,Mar-23,10
CBP,Other Immigration Violator,San Diego,PERU,2023,3,7,Apr-23,16
CBP,Other Immigration Violator,San Diego,PERU,2023,3,8,May-23,46
CBP,Other Immigration Violator,San Diego,PERU,2023,3,9,Jun-23,24
CBP,Other Immigration Violator,San Diego,PERU,2023,4,11,Aug-23,51
CBP,Other Immigration Violator,San Diego,PERU,2023,4,12,Sep-23,13
CBP,Other Immigration Violator,San Diego,PERU,2024,2,4,Jan-24,16
CBP,Other Immigration Violator,San Diego,PERU,2024,2,5,Feb-24,19
CBP,Other Immigration Violator,San Diego,PERU,2024,3,7,Apr-24,17
CBP,Other Immigration Violator,San Diego,PERU,2024,3,9,Jun-24,18
CBP,Other Immigration Violator,San Diego,PERU,2024,4,10,Jul-24,12
CBP,Other Immigration Violator,San Diego,UZBEKISTAN,2022,2,6,Mar-22,10
CBP,Other Immigration Violator,San Diego,UZBEKISTAN,2024,1,3,Dec-23,14
CBP,Other Immigration Violator,San Diego,VENEZUELA,2024,1,3,Dec-23,44
CBP,Other Immigration Violator,San Diego,VENEZUELA,2025,1,2,Nov-24,10
CBP,Other Immigration Violator,San Diego,VENEZUELA,2025,1,3,Dec-24,10
CBP,Other Immigration Violator,San Francisco,COLOMBIA,2024,1,2,Nov-23,11
CBP,Other Immigration Violator,San Francisco,COLOMBIA,2024,2,6,Mar-24,14
CBP,Other Immigration Violator,San Francisco,COLOMBIA,2024,3,7,Apr-24,13
CBP,Other Immigration Violator,San Francisco,EGYPT,2024,1,3,Dec-23,10
CBP,Other Immigration Violator,San Francisco,EL SALVADOR,2021,1,1,Oct-20,10
CBP,Other Immigration Violator,San Francisco,GUATEMALA,2024,1,3,Dec-23,15
CBP,Other Immigration Violator,San Francisco,GUATEMALA,2024,2,6,Mar-24,10
CBP,Other Immigration Violator,San Francisco,GUATEMALA,2024,3,7,Apr-24,10
CBP,Other Immigration Violator,San Francisco,GUATEMALA,2024,4,10,Jul-24,18
CBP,Other Immigration Violator,San Francisco,GUATEMALA,2024,4,11,Aug-24,11
CBP,Other Immigration Violator,San Francisco,HONDURAS,2024,2,5,Feb-24,13
CBP,Other Immigration Violator,San Francisco,MEXICO,2024,1,2,Nov-23,10
CBP,Other Immigration Violator,San Francisco,MEXICO,2024,1,3,Dec-23,14
CBP,Other Immigration Violator,San Francisco,MEXICO,2024,2,4,Jan-24,13
CBP,Other Immigration Violator,San Francisco,MEXICO,2024,2,5,Feb-24,12
CBP,Other Immigration Violator,San Francisco,MEXICO,2024,2,6,Mar-24,17
CBP,Other Immigration Violator,San Francisco,MEXICO,2024,3,7,Apr-24,14
CBP,Other Immigration Violator,San Francisco,MEXICO,2024,3,8,May-24,12
CBP,Other Immigration Violator,San Francisco,MEXICO,2024,3,9,Jun-24,31
CBP,Other Immigration Violator,San Francisco,MEXICO,2024,4,10,Jul-24,13
CBP,Other Immigration Violator,San Francisco,MEXICO,2024,4,11,Aug-24,18
CBP,Other Immigration Violator,San Francisco,MEXICO,2025,1,1,Oct-24,27
CBP,Other Immigration Violator,San Francisco,MEXICO,2025,1,2,Nov-24,19
CBP,Other Immigration Violator,San Francisco,PERU,2024,1,1,Oct-23,21
CBP,Other Immigration Violator,San Francisco,PERU,2024,1,3,Dec-23,11
CBP,Other Immigration Violator,San Francisco,PERU,2024,2,5,Feb-24,16
CBP,Other Immigration Violator,San Francisco,PERU,2024,4,11,Aug-24,14
CBP,Other Immigration Violator,San Francisco,RUSSIA,2023,3,7,Apr-23,11
CBP,Other Immigration Violator,Seattle,BRAZIL,2021,4,10,Jul-21,11
CBP,Other Immigration Violator,Seattle,BRAZIL,2022,2,5,Feb-22,13
CBP,Other Immigration Violator,Seattle,COLOMBIA,2022,2,5,Feb-22,11
CBP,Other Immigration Violator,Seattle,COLOMBIA,2022,4,12,Sep-22,10
CBP,Other Immigration Violator,Seattle,COLOMBIA,2023,2,6,Mar-23,12
CBP,Other Immigration Violator,Seattle,COLOMBIA,2023,3,8,May-23,10
CBP,Other Immigration Violator,Seattle,COLOMBIA,2023,3,9,Jun-23,12
CBP,Other Immigration Violator,Seattle,GUATEMALA,2022,3,9,Jun-22,17
CBP,Other Immigration Violator,Seattle,GUATEMALA,2022,4,11,Aug-22,15
CBP,Other Immigration Violator,Seattle,GUATEMALA,2024,2,5,Feb-24,19
CBP,Other Immigration Violator,Seattle,HAITI,2022,1,1,Oct-21,14
CBP,Other Immigration Violator,Seattle,HAITI,2022,2,5,Feb-22,12
CBP,Other Immigration Violator,Seattle,INDIA,2024,1,1,Oct-23,14
CBP,Other Immigration Violator,Seattle,INDIA,2024,1,2,Nov-23,12
CBP,Other Immigration Violator,Seattle,INDIA,2024,1,3,Dec-23,16
